,Data_Value,Gender
7941,503.1,Male
7942,545.1,Male
7943,410.8,Male
7944,440.5,Female
7945,349.8,Female
7946,370.2,Female
7947,286.0,Female
7948,314.4,Female
7949,288.3,Female
7950,250.2,Female
7951,314.1,Female
7952,355.9,Female
7953,337.1,Female
7954,381.4,Female
7955,280.3,Female
7956,316.8,Female
7957,310.8,Female
7958,250.3,Female
7959,285.9,Female
7960,298.4,Female
7961,304.2,Female
7962,270.1,Female
7963,273.1,Female
7964,317.4,Female
7965,319.3,Female
7966,290.6,Female
7967,287.1,Female
7968,248.4,Female
7969,462.9,Female
7970,417.4,Female
7971,216.8,Female
7972,244.1,Female
7973,293.0,Female
7974,331.6,Female
7975,347.8,Female
7976,219.1,Female
7977,337.8,Female
7978,288.2,Female
7979,245.7,Female
7980,340.4,Female
7981,314.0,Female
7982,323.8,Female
7983,324.6,Female
7984,377.4,Female
7985,254.7,Female
7986,277.1,Female
7987,197.5,Female
7988,337.1,Female
7989,310.9,Female
7990,288.2,Female
7991,282.3,Female
7992,286.5,Female
7993,318.1,Female
7994,254.1,Female
7995,293.0,Female
7996,324.1,Female
7997,306.0,Female
7998,284.1,Female
7999,204.8,Female
8000,341.2,Female
8001,213.6,Female
8002,312.8,Female
8003,194.8,Female
8004,310.9,Female
8005,274.0,Female
8006,241.0,Female
8007,315.9,Female
8008,243.7,Female
8009,238.0,Female
8010,243.4,Female
8011,239.7,Female
8012,234.6,Female
8013,300.4,Female
8014,366.7,Female
8015,238.5,Female
8016,299.5,Female
8017,306.1,Female
8018,301.1,Female
8019,297.5,Female
8020,355.3,Female
8021,270.9,Female
8022,309.9,Female
8023,694.8,Female
8024,302.2,Female
8025,294.7,Female
8026,260.3,Female
8027,307.9,Female
8028,274.9,Female
8029,318.7,Female
8030,238.2,Female
8031,298.3,Female
8032,226.4,Female
8033,285.9,Female
8034,363.0,Female
8035,325.6,Female
8036,236.8,Female
8037,271.1,Female
8038,166.3,Female
8039,298.1,Female
8040,319.2,Female
8041,476.8,Female
8042,349.5,Female
8043,291.2,Female
8044,281.7,Female
8045,290.0,Female
8046,457.6,Female
8047,293.6,Female
8048,337.4,Female
8049,379.8,Female
8050,305.5,Female
8051,257.5,Female
8052,242.4,Female
8053,231.5,Female
8054,325.4,Female
8055,310.6,Female
8056,376.8,Female
8057,223.6,Female
8058,412.1,Female
8059,302.1,Female
8060,320.8,Female
8061,341.0,Female
8062,241.2,Female
8063,272.4,Female
8064,291.1,Female
8065,230.6,Female
8066,204.2,Female
8067,286.7,Female
8068,289.2,Female
8069,292.3,Female
8070,289.2,Female
8071,322.0,Female
8072,302.2,Female
8073,332.6,Female
8074,240.7,Female
8075,378.4,Female
8076,289.3,Female
8077,401.8,Female
8078,275.9,Female
8079,242.8,Female
8080,344.7,Female
8081,322.9,Female
8082,229.9,Female
8083,272.9,Female
8084,257.2,Female
8085,375.2,Female
8086,357.7,Female
8087,242.4,Female
8088,392.6,Female
8089,501.5,Female
8090,268.7,Female
8091,346.8,Female
8092,281.3,Female
8093,305.8,Female
8094,380.4,Female
8095,327.5,Female
8096,379.9,Female
8097,224.1,Female
8098,282.2,Female
8099,374.4,Female
8100,293.8,Female
8101,294.4,Female
8102,324.0,Female
8103,537.1,Overall
8104,429.9,Overall
8105,463.1,Overall
8106,366.5,Overall
8107,501.1,Overall
8108,292.8,Overall
8109,337.7,Overall
8110,347.9,Overall
8111,425.4,Overall
8112,458.4,Overall
8113,587.6,Overall
8114,437.4,Overall
8115,414.4,Overall
8116,455.4,Overall
8117,477.4,Overall
8118,428.5,Overall
8119,458.0,Overall
8120,399.2,Overall
8121,358.7,Overall
8122,398.4,Overall
8123,536.8,Overall
8124,453.7,Overall
8125,444.4,Overall
8126,368.5,Overall
8127,440.3,Overall
8128,510.4,Overall
8129,481.1,Overall
8130,251.6,Overall
8131,363.1,Overall
8132,501.9,Overall
8133,392.9,Overall
8134,437.0,Overall
8135,266.0,Overall
8136,416.1,Overall
8137,451.9,Overall
8138,329.2,Overall
8139,469.1,Overall
8140,446.0,Overall
8141,517.9,Overall
8142,630.3,Overall
8143,451.6,Overall
8144,267.9,Overall
8145,434.9,Overall
8146,284.0,Overall
8147,460.9,Overall
8148,357.7,Overall
8149,367.9,Overall
8150,398.7,Overall
8151,474.5,Overall
8152,467.0,Overall
8153,418.4,Overall
8154,433.4,Overall
8155,487.9,Overall
8156,472.4,Overall
8157,0.0,Overall
8158,364.1,Overall
8159,475.1,Overall
8160,138.0,Overall
8161,351.4,Overall
8162,409.1,Overall
8163,468.4,Overall
8164,458.3,Overall
8165,472.2,Overall
8166,460.8,Overall
8167,415.0,Overall
8168,413.6,Overall
8169,252.3,Overall
8170,311.5,Overall
8171,275.7,Overall
8172,463.9,Overall
8173,425.4,Overall
8174,492.7,Overall
8175,363.8,Overall
8176,507.0,Overall
8177,286.8,Overall
8178,354.2,Overall
8179,446.9,Overall
8180,317.4,Overall
8181,411.0,Overall
8182,561.7,Overall
8183,448.8,Overall
8184,463.4,Overall
8185,404.2,Overall
8186,394.9,Overall
8187,563.9,Overall
8188,492.0,Overall
8189,520.4,Overall
8190,293.8,Overall
8191,325.9,Overall
8192,439.2,Overall
8193,399.5,Overall
8194,480.2,Overall
8195,283.4,Overall
8196,396.3,Overall
8197,239.5,Overall
8198,531.3,Overall
8199,338.5,Overall
8200,484.1,Overall
8201,503.5,Overall
8202,419.1,Overall
8203,430.7,Overall
8204,618.3,Overall
8205,569.2,Overall
8206,616.2,Overall
8207,403.5,Overall
8208,487.4,Overall
8209,307.1,Overall
8210,274.0,Overall
8211,322.6,Overall
8212,281.6,Overall
8213,477.5,Overall
8214,320.2,Overall
8215,442.5,Overall
8216,495.2,Overall
8217,503.2,Overall
8218,394.9,Overall
8219,433.3,Overall
8220,519.4,Overall
8221,378.2,Overall
8222,422.8,Overall
8223,444.4,Overall
8224,286.2,Overall
8225,523.0,Overall
8226,451.1,Overall
8227,422.8,Overall
8228,429.0,Overall
8229,362.3,Overall
8230,389.2,Overall
8231,515.5,Overall
8232,494.0,Overall
8233,446.6,Overall
8234,494.9,Overall
8235,503.0,Overall
8236,405.0,Overall
8237,394.8,Overall
8238,399.2,Overall
8239,444.4,Overall
8240,575.0,Overall
8241,0.0,Overall
8242,457.1,Overall
8243,539.7,Overall
8244,486.0,Overall
8245,543.1,Overall
8246,0.0,Overall
8247,597.2,Overall
8248,449.8,Overall
8249,537.3,Overall
8250,388.4,Overall
8251,454.0,Overall
8252,460.2,Overall
8253,439.4,Overall
8254,428.8,Overall
8255,458.3,Overall
8256,270.3,Overall
8257,392.4,Overall
8258,527.4,Overall
8259,487.1,Overall
8260,588.2,Overall
8261,374.6,Overall
8262,723.5,Male
8263,549.1,Male
8264,644.5,Male
8265,385.8,Male
8266,513.0,Male
8267,382.6,Male
8268,245.5,Male
8269,385.7,Male
8270,550.4,Male
8271,555.0,Male
8272,816.8,Male
8273,461.0,Male
8274,459.1,Male
8275,544.0,Male
8276,675.7,Male
8277,443.2,Male
8278,591.4,Male
8279,303.2,Male
8280,392.1,Male
8281,457.6,Male
8282,835.4,Male
8283,520.6,Male
8284,526.9,Male
8285,371.4,Male
8286,604.1,Male
8287,726.8,Male
8288,655.3,Male
8289,341.8,Male
8290,539.9,Male
8291,631.7,Male
8292,515.0,Male
8293,486.2,Male
8294,340.8,Male
8295,557.8,Male
8296,550.4,Male
8297,463.1,Male
8298,562.5,Male
8299,488.3,Male
8300,752.5,Male
8301,770.5,Male
8302,562.8,Male
8303,0.0,Male
8304,528.0,Male
8305,355.2,Male
8306,473.3,Male
8307,426.4,Male
8308,414.5,Male
8309,518.6,Male
8310,588.2,Male
8311,523.6,Male
8312,550.3,Male
8313,598.3,Male
8314,688.0,Male
8315,561.8,Male
8316,0.0,Male
8317,466.5,Male
8318,666.9,Male
8319,232.8,Male
8320,433.1,Male
8321,530.5,Male
8322,0.0,Male
8323,561.0,Male
8324,620.0,Male
8325,374.1,Male
8326,482.1,Male
8327,693.5,Male
8328,326.9,Male
8329,407.8,Male
8330,365.9,Male
8331,545.7,Male
8332,377.9,Male
8333,663.0,Male
8334,335.3,Male
8335,602.8,Male
8336,303.3,Male
8337,383.2,Male
8338,588.6,Male
8339,418.5,Male
8340,502.6,Male
8341,730.0,Male
8342,597.3,Male
8343,485.2,Male
8344,637.8,Male
8345,448.6,Male
8346,638.6,Male
8347,567.1,Male
8348,831.6,Male
8349,373.8,Male
8350,456.1,Male
8351,578.9,Male
8352,466.1,Male
8353,570.9,Male
8354,335.0,Male
8355,517.4,Male
8356,257.3,Male
8357,569.9,Male
8358,395.5,Male
8359,564.9,Male
8360,622.0,Male
8361,646.4,Male
8362,546.6,Male
8363,737.6,Male
8364,687.4,Male
8365,851.4,Male
8366,485.8,Male
8367,632.3,Male
8368,411.1,Male
8369,335.8,Male
8370,500.1,Male
8371,262.0,Male
8372,721.1,Male
8373,393.9,Male
8374,526.3,Male
8375,608.1,Male
8376,748.8,Male
8377,406.8,Male
8378,536.4,Male
8379,667.8,Male
8380,523.2,Male
8381,441.8,Male
8382,586.4,Male
8383,366.2,Male
8384,624.7,Male
8385,527.2,Male
8386,504.2,Male
8387,472.3,Male
8388,494.3,Male
8389,425.5,Male
8390,689.6,Male
8391,638.8,Male
8392,584.7,Male
8393,577.1,Male
8394,616.4,Male
8395,475.0,Male
8396,601.6,Male
8397,461.3,Male
8398,578.1,Male
8399,765.1,Male
8400,0.0,Male
8401,678.1,Male
8402,750.6,Male
8403,648.5,Male
8404,736.6,Male
8405,0.0,Male
8406,659.7,Male
8407,517.0,Male
8408,700.8,Male
8409,481.0,Male
8410,561.5,Male
8411,557.7,Male
8412,471.3,Male
8413,456.8,Male
8414,511.3,Male
8415,345.6,Male
8416,323.6,Male
8417,586.1,Male
8418,605.4,Male
8419,862.0,Male
8420,519.1,Male
8421,427.9,Female
8422,366.6,Female
8423,350.3,Female
8424,338.5,Female
8425,464.0,Female
8426,228.0,Female
8427,334.7,Female
8428,288.8,Female
8429,324.6,Female
8430,389.7,Female
8431,450.2,Female
8432,357.2,Female
8433,357.7,Female
8434,389.4,Female
8435,347.0,Female
8436,389.2,Female
8437,359.0,Female
8438,375.9,Female
8439,344.7,Female
8440,358.1,Female
8441,405.1,Female
8442,360.9,Female
8443,377.4,Female
8444,318.3,Female
8445,340.3,Female
8446,374.1,Female
8447,398.9,Female
8448,223.4,Female
8449,298.8,Female
8450,430.1,Female
8451,305.3,Female
8452,376.3,Female
8453,227.5,Female
8454,305.5,Female
8455,359.7,Female
8456,285.6,Female
8457,398.1,Female
8458,390.4,Female
8459,428.9,Female
8460,455.6,Female
8461,383.1,Female
8462,157.5,Female
8463,342.9,Female
8464,237.6,Female
8465,379.5,Female
8466,335.0,Female
8467,314.7,Female
8468,324.3,Female
8469,401.2,Female
8470,418.6,Female
8471,337.4,Female
8472,321.5,Female
8473,375.2,Female
8474,368.4,Female
8475,0.0,Female
8476,304.3,Female
8477,404.2,Female
8478,164.3,Female
8479,311.0,Female
8480,323.3,Female
8481,0.0,Female
8482,400.7,Female
8483,358.2,Female
8484,430.6,Female
8485,324.4,Female
8486,246.9,Female
8487,210.5,Female
8488,240.4,Female
8489,221.5,Female
8490,427.9,Female
8491,346.3,Female
8492,391.1,Female
8493,307.7,Female
8494,447.7,Female
8495,265.5,Female
8496,335.0,Female
8497,358.2,Female
8498,244.7,Female
8499,326.6,Female
8500,398.0,Female
8501,349.6,Female
8502,395.7,Female
8503,331.3,Female
8504,416.4,Female
8505,475.6,Female
8506,442.1,Female
8507,363.1,Female
8508,304.0,Female
8509,242.2,Female
8510,296.2,Female
8511,316.8,Female
8512,414.8,Female
8513,214.9,Female
8514,333.4,Female
8515,269.0,Female
8516,410.5,Female
8517,266.6,Female
8518,369.3,Female
8519,432.3,Female
8520,341.7,Female
8521,334.8,Female
8522,484.3,Female
8523,458.5,Female
8524,400.6,Female
8525,293.3,Female
8526,384.5,Female
8527,247.3,Female
8528,272.7,Female
8529,261.7,Female
8530,277.2,Female
8531,363.9,Female
8532,266.5,Female
8533,380.6,Female
8534,442.7,Female
8535,336.7,Female
8536,350.1,Female
8537,367.3,Female
8538,410.6,Female
8539,263.8,Female
8540,344.5,Female
8541,340.9,Female
8542,223.7,Female
8543,436.7,Female
8544,369.6,Female
8545,374.3,Female
8546,372.1,Female
8547,271.4,Female
8548,360.8,Female
8549,385.6,Female
8550,413.2,Female
8551,337.3,Female
8552,376.7,Female
8553,433.0,Female
8554,352.6,Female
8555,333.8,Female
8556,328.6,Female
8557,350.5,Female
8558,445.9,Female
8559,0.0,Female
8560,342.4,Female
8561,435.0,Female
8562,387.7,Female
8563,413.8,Female
8564,0.0,Female
8565,502.8,Female
8566,384.0,Female
8567,377.0,Female
8568,312.7,Female
8569,385.7,Female
8570,412.8,Female
8571,384.5,Female
8572,365.8,Female
8573,377.5,Female
8574,215.2,Female
8575,417.4,Female
8576,413.7,Female
8577,340.7,Female
8578,431.4,Female
8579,324.8,Female
8580,0.0,Overall
8581,0.0,Overall
8582,0.0,Overall
8583,0.0,Overall
8584,0.0,Overall
8585,0.0,Overall
8586,121.1,Overall
8587,104.8,Overall
8588,0.0,Overall
8589,0.0,Overall
8590,0.0,Overall
8591,0.0,Overall
8592,0.0,Overall
8593,0.0,Overall
8594,97.1,Overall
8595,0.0,Overall
8596,0.0,Overall
8597,172.7,Overall
8598,0.0,Overall
8599,0.0,Overall
8600,0.0,Overall
8601,97.7,Overall
8602,96.0,Overall
8603,0.0,Overall
8604,144.2,Overall
8605,156.8,Overall
8606,0.0,Overall
8607,91.2,Overall
8608,128.6,Overall
8609,0.0,Overall
8610,166.1,Overall
8611,0.0,Overall
8612,121.6,Overall
8613,0.0,Overall
8614,182.2,Overall
8615,116.5,Overall
8616,0.0,Overall
8617,111.8,Overall
8618,0.0,Overall
8619,0.0,Overall
8620,0.0,Overall
8621,75.8,Overall
8622,0.0,Overall
8623,135.4,Overall
8624,0.0,Overall
8625,0.0,Overall
8626,0.0,Overall
8627,109.3,Overall
8628,0.0,Overall
8629,210.4,Overall
8630,348.8,Overall
8631,0.0,Overall
8632,0.0,Overall
8633,0.0,Overall
8634,0.0,Overall
8635,121.6,Overall
8636,144.6,Overall
8637,96.9,Overall
8638,0.0,Overall
8639,101.3,Overall
8640,0.0,Overall
8641,0.0,Overall
8642,87.2,Overall
8643,88.8,Overall
8644,113.3,Overall
8645,0.0,Overall
8646,112.5,Overall
8647,64.1,Overall
8648,86.3,Overall
8649,0.0,Overall
8650,0.0,Overall
8651,160.0,Overall
8652,0.0,Overall
8653,0.0,Overall
8654,162.5,Overall
8655,88.7,Overall
8656,0.0,Overall
8657,57.6,Overall
8658,0.0,Overall
8659,0.0,Overall
8660,0.0,Overall
8661,0.0,Overall
8662,0.0,Overall
8663,0.0,Overall
8664,0.0,Overall
8665,0.0,Overall
8666,0.0,Overall
8667,0.0,Overall
8668,101.2,Overall
8669,0.0,Overall
8670,0.0,Overall
8671,163.5,Overall
8672,0.0,Overall
8673,0.0,Overall
8674,0.0,Overall
8675,0.0,Overall
8676,0.0,Overall
8677,0.0,Overall
8678,0.0,Overall
8679,0.0,Overall
8680,0.0,Overall
8681,0.0,Overall
8682,0.0,Overall
8683,0.0,Overall
8684,94.3,Overall
8685,166.1,Overall
8686,186.7,Overall
8687,0.0,Overall
8688,0.0,Overall
8689,122.5,Overall
8690,0.0,Overall
8691,0.0,Overall
8692,0.0,Overall
8693,0.0,Overall
8694,0.0,Overall
8695,0.0,Overall
8696,0.0,Overall
8697,0.0,Overall
8698,0.0,Overall
8699,0.0,Overall
8700,102.4,Overall
8701,107.2,Overall
8702,0.0,Overall
8703,0.0,Overall
8704,0.0,Overall
8705,162.0,Overall
8706,0.0,Overall
8707,0.0,Overall
8708,0.0,Overall
8709,149.7,Overall
8710,0.0,Overall
8711,0.0,Overall
8712,0.0,Overall
8713,0.0,Overall
8714,0.0,Overall
8715,129.8,Overall
8716,0.0,Overall
8717,0.0,Overall
8718,0.0,Overall
8719,0.0,Overall
8720,0.0,Overall
8721,0.0,Overall
8722,0.0,Overall
8723,0.0,Overall
8724,0.0,Overall
8725,107.4,Overall
8726,122.6,Overall
8727,0.0,Overall
8728,0.0,Overall
8729,0.0,Overall
8730,0.0,Overall
8731,0.0,Overall
8732,0.0,Overall
8733,0.0,Overall
8734,92.1,Overall
8735,0.0,Overall
8736,0.0,Overall
8737,0.0,Overall
8738,0.0,Overall
8739,0.0,Male
8740,0.0,Male
8741,0.0,Male
8742,0.0,Male
8743,0.0,Male
8744,0.0,Male
8745,130.8,Male
8746,70.6,Male
8747,0.0,Male
8748,0.0,Male
8749,0.0,Male
8750,0.0,Male
8751,0.0,Male
8752,0.0,Male
8753,0.0,Male
8754,0.0,Male
8755,0.0,Male
8756,0.0,Male
8757,0.0,Male
8758,0.0,Male
8759,0.0,Male
8760,118.4,Male
8761,0.0,Male
8762,0.0,Male
8763,288.5,Male
8764,0.0,Male
8765,0.0,Male
8766,103.4,Male
8767,241.0,Male
8768,0.0,Male
8769,223.6,Male
8770,0.0,Male
8771,178.8,Male
8772,0.0,Male
8773,0.0,Male
8774,0.0,Male
8775,0.0,Male
8776,174.6,Male
8777,0.0,Male
8778,0.0,Male
8779,0.0,Male
8780,0.0,Male
8781,0.0,Male
8782,163.0,Male
8783,0.0,Male
8784,0.0,Male
8785,0.0,Male
8786,146.3,Male
8787,0.0,Male
8788,0.0,Male
8789,0.0,Male
8790,0.0,Male
8791,0.0,Male
8792,0.0,Male
8793,0.0,Male
8794,192.6,Male
8795,304.4,Male
8796,129.2,Male
8797,0.0,Male
8798,146.4,Male
8799,0.0,Male
8800,0.0,Male
8801,0.0,Male
8802,71.0,Male
8803,0.0,Male
8804,0.0,Male
8805,129.9,Male
8806,0.0,Male
8807,94.7,Male
8808,0.0,Male
8809,0.0,Male
8810,0.0,Male
8811,0.0,Male
8812,0.0,Male
8813,256.2,Male
8814,0.0,Male
8815,0.0,Male
8816,0.0,Male
8817,0.0,Male
8818,0.0,Male
8819,0.0,Male
8820,0.0,Male
8821,0.0,Male
8822,0.0,Male
8823,0.0,Male
8824,0.0,Male
8825,0.0,Male
8826,0.0,Male
8827,0.0,Male
8828,0.0,Male
8829,0.0,Male
8830,0.0,Male
8831,0.0,Male
8832,0.0,Male
8833,0.0,Male
8834,0.0,Male
8835,0.0,Male
8836,0.0,Male
8837,0.0,Male
8838,0.0,Male
8839,0.0,Male
8840,0.0,Male
8841,0.0,Male
8842,0.0,Male
8843,0.0,Male
8844,95.3,Male
8845,335.2,Male
8846,0.0,Male
8847,0.0,Male
8848,144.9,Male
8849,0.0,Male
8850,0.0,Male
8851,0.0,Male
8852,0.0,Male
8853,0.0,Male
8854,0.0,Male
8855,0.0,Male
8856,0.0,Male
8857,0.0,Male
8858,0.0,Male
8859,0.0,Male
8860,129.4,Male
8861,0.0,Male
8862,0.0,Male
8863,0.0,Male
8864,250.7,Male
8865,0.0,Male
8866,0.0,Male
8867,0.0,Male
8868,0.0,Male
8869,0.0,Male
8870,0.0,Male
8871,0.0,Male
8872,0.0,Male
8873,0.0,Male
8874,0.0,Male
8875,0.0,Male
8876,0.0,Male
8877,0.0,Male
8878,0.0,Male
8879,0.0,Male
8880,0.0,Male
8881,0.0,Male
8882,0.0,Male
8883,0.0,Male
8884,136.7,Male
8885,161.5,Male
8886,0.0,Male
8887,0.0,Male
8888,0.0,Male
8889,0.0,Male
8890,0.0,Male
8891,0.0,Male
8892,0.0,Male
8893,89.9,Male
8894,0.0,Male
8895,0.0,Male
8896,0.0,Male
8897,0.0,Male
8898,0.0,Female
8899,0.0,Female
8900,0.0,Female
8901,0.0,Female
8902,0.0,Female
8903,0.0,Female
8904,97.2,Female
8905,86.0,Female
8906,0.0,Female
8907,0.0,Female
8908,0.0,Female
8909,0.0,Female
8910,0.0,Female
8911,0.0,Female
8912,0.0,Female
8913,0.0,Female
8914,0.0,Female
8915,0.0,Female
8916,0.0,Female
8917,0.0,Female
8918,0.0,Female
8919,87.8,Female
8920,0.0,Female
8921,0.0,Female
8922,44.4,Female
8923,0.0,Female
8924,0.0,Female
8925,72.2,Female
8926,49.7,Female
8927,0.0,Female
8928,123.1,Female
8929,0.0,Female
8930,79.5,Female
8931,0.0,Female
8932,0.0,Female
8933,0.0,Female
8934,0.0,Female
8935,63.7,Female
8936,0.0,Female
8937,0.0,Female
8938,0.0,Female
8939,0.0,Female
8940,0.0,Female
8941,114.0,Female
8942,0.0,Female
8943,0.0,Female
8944,0.0,Female
8945,79.1,Female
8946,0.0,Female
8947,0.0,Female
8948,0.0,Female
8949,0.0,Female
8950,0.0,Female
8951,0.0,Female
8952,0.0,Female
8953,64.5,Female
8954,0.0,Female
8955,75.5,Female
8956,0.0,Female
8957,72.7,Female
8958,0.0,Female
8959,0.0,Female
8960,0.0,Female
8961,0.0,Female
8962,0.0,Female
8963,0.0,Female
8964,99.5,Female
8965,0.0,Female
8966,85.1,Female
8967,0.0,Female
8968,0.0,Female
8969,0.0,Female
8970,0.0,Female
8971,0.0,Female
8972,107.6,Female
8973,0.0,Female
8974,0.0,Female
8975,0.0,Female
8976,0.0,Female
8977,0.0,Female
8978,0.0,Female
8979,0.0,Female
8980,0.0,Female
8981,0.0,Female
8982,0.0,Female
8983,0.0,Female
8984,0.0,Female
8985,0.0,Female
8986,0.0,Female
8987,0.0,Female
8988,0.0,Female
8989,0.0,Female
8990,0.0,Female
8991,0.0,Female
8992,0.0,Female
8993,0.0,Female
8994,0.0,Female
8995,0.0,Female
8996,0.0,Female
8997,0.0,Female
8998,0.0,Female
8999,0.0,Female
9000,0.0,Female
9001,0.0,Female
9002,0.0,Female
9003,205.2,Female
9004,0.0,Female
9005,0.0,Female
9006,0.0,Female
9007,87.9,Female
9008,0.0,Female
9009,0.0,Female
9010,0.0,Female
9011,0.0,Female
9012,0.0,Female
9013,0.0,Female
9014,0.0,Female
9015,0.0,Female
9016,0.0,Female
9017,0.0,Female
9018,0.0,Female
9019,100.5,Female
9020,0.0,Female
9021,0.0,Female
9022,0.0,Female
9023,0.0,Female
9024,0.0,Female
9025,0.0,Female
9026,0.0,Female
9027,0.0,Female
9028,0.0,Female
9029,0.0,Female
9030,0.0,Female
9031,0.0,Female
9032,0.0,Female
9033,0.0,Female
9034,0.0,Female
9035,0.0,Female
9036,0.0,Female
9037,0.0,Female
9038,0.0,Female
9039,0.0,Female
9040,0.0,Female
9041,0.0,Female
9042,0.0,Female
9043,0.0,Female
9044,100.7,Female
9045,0.0,Female
9046,0.0,Female
9047,0.0,Female
9048,0.0,Female
9049,0.0,Female
9050,0.0,Female
9051,0.0,Female
9052,87.1,Female
9053,0.0,Female
9054,0.0,Female
9055,0.0,Female
9056,0.0,Female
9057,0.0,Overall
9058,0.0,Overall
9059,0.0,Overall
9060,0.0,Overall
9061,0.0,Overall
9062,0.0,Overall
9063,169.5,Overall
9064,246.4,Overall
9065,0.0,Overall
9066,0.0,Overall
9067,0.0,Overall
9068,0.0,Overall
9069,0.0,Overall
9070,0.0,Overall
9071,0.0,Overall
9072,0.0,Overall
9073,0.0,Overall
9074,0.0,Overall
9075,0.0,Overall
9076,0.0,Overall
9077,0.0,Overall
9078,165.4,Overall
9079,161.6,Overall
9080,0.0,Overall
9081,145.4,Overall
9082,0.0,Overall
9083,0.0,Overall
9084,178.5,Overall
9085,0.0,Overall
9086,0.0,Overall
9087,158.0,Overall
9088,0.0,Overall
9089,133.0,Overall
9090,0.0,Overall
9091,0.0,Overall
9092,151.0,Overall
9093,0.0,Overall
9094,184.6,Overall
9095,0.0,Overall
9096,0.0,Overall
9097,0.0,Overall
9098,106.2,Overall
9099,0.0,Overall
9100,150.6,Overall
9101,0.0,Overall
9102,0.0,Overall
9103,0.0,Overall
9104,150.7,Overall
9105,0.0,Overall
9106,0.0,Overall
9107,0.0,Overall
9108,0.0,Overall
9109,0.0,Overall
9110,0.0,Overall
9111,0.0,Overall
9112,119.1,Overall
9113,0.0,Overall
9114,127.9,Overall
9115,0.0,Overall
9116,152.9,Overall
9117,0.0,Overall
9118,0.0,Overall
9119,0.0,Overall
9120,0.0,Overall
9121,0.0,Overall
9122,0.0,Overall
9123,146.3,Overall
9124,0.0,Overall
9125,121.5,Overall
9126,0.0,Overall
9127,0.0,Overall
9128,0.0,Overall
9129,0.0,Overall
9130,0.0,Overall
9131,152.6,Overall
9132,178.8,Overall
9133,0.0,Overall
9134,0.0,Overall
9135,0.0,Overall
9136,0.0,Overall
9137,0.0,Overall
9138,0.0,Overall
9139,0.0,Overall
9140,0.0,Overall
9141,0.0,Overall
9142,0.0,Overall
9143,0.0,Overall
9144,0.0,Overall
9145,0.0,Overall
9146,0.0,Overall
9147,0.0,Overall
9148,0.0,Overall
9149,0.0,Overall
9150,153.9,Overall
9151,0.0,Overall
9152,0.0,Overall
9153,0.0,Overall
9154,0.0,Overall
9155,0.0,Overall
9156,0.0,Overall
9157,0.0,Overall
9158,0.0,Overall
9159,0.0,Overall
9160,0.0,Overall
9161,0.0,Overall
9162,219.1,Overall
9163,0.0,Overall
9164,0.0,Overall
9165,0.0,Overall
9166,118.6,Overall
9167,0.0,Overall
9168,0.0,Overall
9169,0.0,Overall
9170,0.0,Overall
9171,0.0,Overall
9172,0.0,Overall
9173,0.0,Overall
9174,0.0,Overall
9175,0.0,Overall
9176,0.0,Overall
9177,154.6,Overall
9178,150.4,Overall
9179,0.0,Overall
9180,0.0,Overall
9181,0.0,Overall
9182,123.1,Overall
9183,0.0,Overall
9184,0.0,Overall
9185,0.0,Overall
9186,268.9,Overall
9187,0.0,Overall
9188,0.0,Overall
9189,0.0,Overall
9190,0.0,Overall
9191,0.0,Overall
9192,0.0,Overall
9193,0.0,Overall
9194,0.0,Overall
9195,0.0,Overall
9196,0.0,Overall
9197,0.0,Overall
9198,0.0,Overall
9199,0.0,Overall
9200,0.0,Overall
9201,0.0,Overall
9202,147.5,Overall
9203,161.3,Overall
9204,0.0,Overall
9205,0.0,Overall
9206,0.0,Overall
9207,0.0,Overall
9208,0.0,Overall
9209,0.0,Overall
9210,0.0,Overall
9211,0.0,Overall
9212,0.0,Overall
9213,0.0,Overall
9214,0.0,Overall
9215,0.0,Overall
9216,0.0,Male
9217,0.0,Male
9218,0.0,Male
9219,0.0,Male
9220,0.0,Male
9221,0.0,Male
9222,160.4,Male
9223,429.7,Male
9224,0.0,Male
9225,0.0,Male
9226,0.0,Male
9227,0.0,Male
9228,0.0,Male
9229,0.0,Male
9230,0.0,Male
9231,0.0,Male
9232,0.0,Male
9233,0.0,Male
9234,0.0,Male
9235,0.0,Male
9236,0.0,Male
9237,281.0,Male
9238,0.0,Male
9239,0.0,Male
9240,131.8,Male
9241,0.0,Male
9242,0.0,Male
9243,161.5,Male
9244,0.0,Male
9245,0.0,Male
9246,162.8,Male
9247,0.0,Male
9248,106.4,Male
9249,0.0,Male
9250,0.0,Male
9251,0.0,Male
9252,0.0,Male
9253,321.3,Male
9254,0.0,Male
9255,0.0,Male
9256,0.0,Male
9257,0.0,Male
9258,0.0,Male
9259,160.3,Male
9260,0.0,Male
9261,0.0,Male
9262,0.0,Male
9263,208.4,Male
9264,0.0,Male
9265,0.0,Male
9266,0.0,Male
9267,0.0,Male
9268,0.0,Male
9269,0.0,Male
9270,0.0,Male
9271,124.3,Male
9272,0.0,Male
9273,155.9,Male
9274,0.0,Male
9275,173.9,Male
9276,0.0,Male
9277,0.0,Male
9278,0.0,Male
9279,0.0,Male
9280,0.0,Male
9281,0.0,Male
9282,154.9,Male
9283,0.0,Male
9284,145.9,Male
9285,0.0,Male
9286,0.0,Male
9287,0.0,Male
9288,0.0,Male
9289,0.0,Male
9290,155.5,Male
9291,0.0,Male
