,City,Cloudliness,Country,Date,Humidity,Lat,Lng,Max. Temp,Wind Speed
403,moundou,0,TD,1544347407.424442,39,8.57,16.07,82.4,16.11
404,jimeta,0,NG,1544347407.632527,39,9.28,12.44,84.47,3.49
405,kontagora,0,NG,1544347407.864207,37,10.4,5.47,84.2,10.13
406,libenge,48,CD,1544347407.976196,75,3.65,18.64,82.67,2.86
407,ihiala,0,NG,1544347408.191013,82,5.86,6.86,84.11,4.54
408,bol,0,TD,1544347408.310455,23,13.47,14.72,77.54,11.36
409,jalingo,44,NG,1544347408.426913,30,10.3,10.93,78.03,9.53
410,njinikom,12,CM,1544347408.6423218,30,6.23,10.31,77.49,3.2
411,damara,40,CF,1544347408.759722,88,4.96,18.7,75.2,2.24
412,kabo,0,CF,1544347408.87847,34,7.69,18.62,87.71,5.28
413,bossangoa,0,CF,1544347408.996015,34,6.5,17.45,85.91,10.09
414,ise,75,JP,1544347409.146475,65,34.5,136.72,44.6,19.46
415,sangmelima,32,CM,1544347409.266248,78,2.93,11.98,76.86,2.98
416,mbaiki,56,CF,1544347409.3836448,75,3.87,17.99,82.53,3.09
417,mbaiki,56,CF,1544347409.500695,75,3.87,17.99,82.53,3.09
418,wukari,48,NG,1544347409.618284,32,7.87,9.78,83.3,10.58
419,gboko,12,NG,1544347409.837255,36,7.32,9.0,86.0,5.39
420,port-gentil,20,GA,1544347409.9512808,74,-0.72,8.78,86.0,4.7
421,yenagoa,20,NG,1544347410.066331,83,4.92,6.26,84.69,4.5
422,sarh,0,TD,1544347410.1758919,23,9.14,18.39,84.2,11.41
423,wukari,48,NG,1544347410.29058,32,7.87,9.78,83.3,10.58
424,lafia,76,NG,1544347410.4056928,57,8.5,8.51,81.09,6.78
425,yenagoa,20,NG,1544347410.521491,83,4.92,6.26,84.69,4.5
426,damara,40,CF,1544347410.637763,88,4.96,18.7,75.2,2.24
427,bende,32,NG,1544347410.879793,52,7.83,8.63,85.59,6.85
428,mitzic,68,GA,1544347410.996973,92,0.78,11.55,75.69,2.98
429,mongoumba,48,CD,1544347411.1122198,75,3.64,18.59,82.67,2.86
430,sibut,0,CF,1544347411.2329018,67,5.73,19.09,84.24,5.39
431,parakou,0,BJ,1544347411.356247,38,9.34,2.63,81.77,7.52
432,nola,0,CF,1544347411.4715788,70,3.52,16.05,82.85,2.98
433,mumford,0,GH,1544347411.581742,89,5.26,-0.76,84.51,4.21
434,moundou,0,TD,1544347411.707653,39,8.57,16.07,82.4,16.11
435,yokadouma,0,CM,1544347411.822015,76,3.52,15.05,79.83,3.2
436,guider,0,CM,1544347412.031008,27,9.93,13.94,78.8,5.82
437,lokoja,12,NG,1544347412.147151,70,7.8,6.74,83.93,4.27
438,ughelli,0,NG,1544347412.3892632,88,5.49,6.0,85.55,4.61
439,keffi,0,NG,1544347412.5020201,47,8.85,7.88,77.0,3.36
440,jalingo,44,NG,1544347412.620672,30,10.3,10.93,78.03,9.53
441,malabo,92,CD,1544347412.870563,99,1.56,30.43,63.5,2.26
442,lagos,20,NG,1544347412.992384,83,6.46,3.39,82.4,6.93
443,mitzic,68,GA,1544347413.1132312,92,0.78,11.55,75.69,2.98
444,goundi,0,TD,1544347413.325381,24,9.36,17.37,85.23,8.3
445,bossangoa,0,CF,1544347413.43502,34,6.5,17.45,85.91,10.09
446,minna,0,NG,1544347413.541167,36,9.62,6.55,84.92,11.92
447,lere,0,TD,1544347413.767199,39,9.66,14.23,79.38,10.92
448,nanga eboko,8,CM,1544347413.8818529,85,4.68,12.37,77.99,4.61
449,sibut,0,CF,1544347414.004331,67,5.73,19.09,84.24,5.39
450,betare oya,0,CM,1544347414.1230059,62,5.6,14.08,80.78,4.09
451,anloga,20,GH,1544347414.2323651,94,5.79,0.9,78.8,10.29
452,ebebiyin,75,GQ,1544347414.34383,83,2.15,11.34,77.0,2.86
453,bauchi,20,NG,1544347414.4633799,36,10.31,9.85,76.19,6.22
454,takoradi,12,GH,1544347414.885738,96,4.89,-1.75,84.38,4.5
455,sarh,0,TD,1544347415.002174,23,9.14,18.39,84.2,11.41
456,yenagoa,20,NG,1544347415.1212878,83,4.92,6.26,84.69,4.5
457,impfondo,88,CD,1544347415.234564,85,1.62,18.06,78.84,3.04
458,abonnema,75,NG,1544347415.351786,88,4.71,6.79,78.8,4.5
459,aconibe,48,GQ,1544347415.560884,89,1.29,10.94,75.47,3.2
460,luba,0,PH,1544347415.672079,58,17.32,120.7,82.67,5.32
461,anloga,20,GH,1544347415.789092,94,5.79,0.9,78.8,10.29
462,jalingo,44,NG,1544347415.9037209,30,10.3,10.93,78.03,9.53
463,kishi,0,NG,1544347416.018444,41,9.08,3.85,81.23,6.11
464,tignere,8,CM,1544347416.127604,31,7.37,12.65,78.48,6.33
465,evinayong,48,GQ,1544347416.348693,89,1.44,10.55,75.47,3.2
466,winneba,0,GH,1544347416.4620569,83,5.35,-0.62,82.4,8.05
467,lagos,20,NG,1544347416.577985,83,6.46,3.39,82.4,6.93
468,iseyin,0,NG,1544347416.69854,61,7.97,3.6,84.11,3.27
469,lai,88,CN,1544347416.918889,41,27.82,91.75,38.12,1.59
470,ila,90,NO,1544347417.140539,100,63.43,10.37,35.6,8.05
471,winneba,0,GH,1544347417.2527769,83,5.35,-0.62,82.4,8.05
472,anloga,20,GH,1544347417.362973,94,5.79,0.9,78.8,10.29
473,foumbot,20,CM,1544347417.5766149,60,5.51,10.64,77.58,3.38
474,okitipupa,0,NG,1544347417.693322,78,6.5,4.78,84.74,1.48
475,anloga,20,GH,1544347417.817773,94,5.79,0.9,78.8,10.29
477,badou,0,TG,1544347418.1500978,52,7.58,0.61,83.61,0.85
479,kouango,12,CF,1544347418.478611,80,4.99,19.98,84.06,7.74
480,save,0,BJ,1544347418.592861,62,8.04,2.49,83.48,3.83
481,sangmelima,32,CM,1544347418.708317,78,2.93,11.98,76.86,2.98
482,tibati,0,CM,1544347418.823089,30,6.47,12.63,83.16,9.31
483,jalingo,44,NG,1544347418.936806,30,10.3,10.93,78.03,9.53
484,sarh,0,TD,1544347419.047308,23,9.14,18.39,84.2,11.41
485,abonnema,75,NG,1544347419.1676521,88,4.71,6.79,78.8,4.5
486,sakete,20,BJ,1544347419.3840551,94,6.74,2.66,77.0,6.93
487,yenagoa,20,NG,1544347419.4979358,83,4.92,6.26,84.69,4.5
488,yokadouma,0,CM,1544347419.613611,76,3.52,15.05,79.83,3.2
489,yenagoa,20,NG,1544347419.729878,83,4.92,6.26,84.69,4.5
490,akonolinga,32,CM,1544347419.843325,79,3.77,12.24,77.81,2.75
491,lafiagi,0,NG,1544347419.9574451,49,8.85,5.42,83.75,5.55
492,ouesso,48,CG,1544347420.078491,87,1.61,16.05,79.79,2.75
493,binga,68,ZW,1544347420.19363,89,-17.62,27.34,75.89,5.84
494,am timan,0,TD,1544347420.419768,25,11.04,20.28,89.64,9.08
495,impfondo,88,CD,1544347420.534132,85,1.62,18.06,78.84,3.04
496,damara,40,CF,1544347420.6477618,88,4.96,18.7,75.2,2.24
497,bozoum,36,CF,1544347420.768933,33,6.31,16.38,78.71,10.76
498,bouar,76,CF,1544347420.882692,53,5.94,15.59,77.72,5.21
499,lafiagi,0,NG,1544347421.0038972,49,8.85,5.42,83.75,5.55
500,luba,0,PH,1544347421.1183648,58,17.32,120.7,82.67,5.32
501,banyo,36,CM,1544347421.2375958,31,6.75,11.81,81.32,4.83
502,edea,75,CM,1544347421.3578272,88,3.8,10.13,82.4,4.7
503,goundi,0,TD,1544347422.486326,24,9.36,17.37,85.23,8.3
504,jos,0,NG,1544347422.605495,35,9.92,8.9,74.75,8.34
505,nanga eboko,8,CM,1544347422.719816,85,4.68,12.37,77.99,4.61
506,anloga,20,GH,1544347422.841654,94,5.79,0.9,78.8,10.29
509,businga,48,CD,1544347423.2861598,83,3.34,20.89,79.34,3.53
511,foumban,44,CM,1544347423.5112371,48,5.73,10.9,78.26,3.49
512,kyabe,0,TD,1544347423.6223779,27,9.45,18.94,86.63,10.09
513,atakpame,0,TG,1544347423.729672,46,7.53,1.13,84.65,3.6
514,gamboula,0,CF,1544347423.845435,96,4.12,15.14,78.44,6.06
515,effium,8,NG,1544347423.958712,65,6.63,8.06,77.0,5.82
516,batouri,8,CM,1544347424.070706,96,4.44,14.36,78.35,5.32
517,yenagoa,20,NG,1544347424.184115,83,4.92,6.26,84.69,4.5
518,port-gentil,20,GA,1544347424.295199,74,-0.72,8.78,86.0,4.7
519,luba,0,PH,1544347424.411375,58,17.32,120.7,82.67,5.32
520,anloga,20,GH,1544347424.529794,94,5.79,0.9,78.8,10.29
521,abonnema,75,NG,1544347424.6410491,88,4.71,6.79,78.8,4.5
522,nola,0,CF,1544347424.756624,70,3.52,16.05,82.85,2.98
523,bassila,0,BJ,1544347424.96133,41,9.0,1.66,82.89,4.61
524,beboto,12,TD,1544347425.178627,37,8.27,16.94,80.64,9.86
525,boda,0,BD,1544347425.295031,35,26.2,88.56,81.14,4.27
526,mbalmayo,75,CM,1544347425.410093,83,3.52,11.5,75.2,3.09
527,anloga,20,GH,1544347425.526021,94,5.79,0.9,78.8,10.29
528,edea,75,CM,1544347425.644005,88,3.8,10.13,82.4,4.7
529,wukari,48,NG,1544347425.761589,32,7.87,9.78,83.3,10.58
530,ouesso,48,CG,1544347425.872212,87,1.61,16.05,79.79,2.75
531,luba,0,PH,1544347425.985533,58,17.32,120.7,82.67,5.32
532,manjo,36,CM,1544347426.197579,85,4.85,9.82,78.03,2.48
533,tchollire,0,CM,1544347426.307381,49,8.4,14.17,80.15,4.32
534,cotonou,20,BJ,1544347426.4279191,94,6.37,2.43,77.0,6.93
535,wum,8,CM,1544347426.554772,26,6.39,10.08,84.02,3.53
536,yenagoa,20,NG,1544347426.6706161,83,4.92,6.26,84.69,4.5
537,ikare,0,NG,1544347426.790339,70,7.49,5.23,84.33,4.27
538,ouesso,48,CG,1544347426.906105,87,1.61,16.05,79.79,2.75
539,anloga,20,GH,1544347427.026021,94,5.79,0.9,78.8,10.29
541,wukari,48,NG,1544347427.275681,32,7.87,9.78,83.3,10.58
542,tsevie,20,TG,1544347427.511073,94,6.43,1.21,78.8,10.29
543,ilorin,0,NG,1544347427.631503,49,8.5,4.55,84.38,4.05
544,luba,0,PH,1544347427.745646,58,17.32,120.7,82.67,5.32
545,carnot,0,CF,1544347427.861408,76,4.94,15.87,80.46,4.38
546,sarh,0,TD,1544347427.9761322,23,9.14,18.39,84.2,11.41
547,impfondo,88,CD,1544347428.0856378,85,1.62,18.06,78.84,3.04
548,badou,0,TG,1544347428.2155468,52,7.58,0.61,83.61,0.85
549,sangmelima,32,CM,1544347428.32992,78,2.93,11.98,76.86,2.98
550,mbandaka,64,CD,1544347428.441186,96,0.05,18.26,75.51,2.75
551,sarh,0,TD,1544347428.5562098,23,9.14,18.39,84.2,11.41
552,ouesso,48,CG,1544347428.673022,87,1.61,16.05,79.79,2.75
553,luba,0,PH,1544347428.785964,58,17.32,120.7,82.67,5.32
554,ankpa,0,NG,1544347428.903263,69,7.37,7.63,85.14,4.05
555,sangmelima,32,CM,1544347429.0158231,78,2.93,11.98,76.86,2.98
556,bosobolo,24,CD,1544347429.135898,88,4.19,19.88,81.63,6.62
557,am timan,0,TD,1544347429.250484,25,11.04,20.28,89.64,9.08
558,acurenam,48,GA,1544347429.4557672,89,1.03,10.67,75.47,3.2
559,lagos,20,NG,1544347429.5752902,83,6.46,3.39,82.4,6.93
560,banyo,36,CM,1544347429.6875389,31,6.75,11.81,81.32,4.83
561,mubi,0,NG,1544347429.90286,26,10.27,13.26,81.63,4.27
563,port-gentil,20,GA,1544347430.1403148,74,-0.72,8.78,86.0,4.7
564,baoro,8,CF,1544347430.270714,65,5.69,15.95,78.93,4.54
566,wukari,48,NG,1544347430.503489,32,7.87,9.78,83.3,10.58
567,ouesso,48,CG,1544347430.6155908,87,1.61,16.05,79.79,2.75
568,yokadouma,0,CM,1544347430.737029,76,3.52,15.05,79.83,3.2
569,ikot ekpene,20,NG,1544347430.958091,70,5.18,7.71,84.51,4.54
570,abonnema,75,NG,1544347431.0793128,88,4.71,6.79,78.8,4.5
571,mubi,0,NG,1544347431.1928902,26,10.27,13.26,81.63,4.27
572,warri,0,NG,1544347431.310735,88,5.52,5.75,85.55,4.61
573,jos,0,NG,1544347431.425592,35,9.92,8.9,74.75,8.34
574,bosobolo,24,CD,1544347431.545894,88,4.19,19.88,81.63,6.62
575,anloga,20,GH,1544347431.665979,94,5.79,0.9,78.8,10.29
576,makokou,76,GA,1544347431.780735,93,0.56,12.85,75.29,2.86
577,yenagoa,20,NG,1544347431.892822,83,4.92,6.26,84.69,4.5
578,impfondo,88,CD,1544347432.0064619,85,1.62,18.06,78.84,3.04
579,owando,88,CG,1544347432.123903,95,-0.49,15.91,73.71,3.04
580,sotouboua,0,TG,1544347432.2408462,43,8.56,0.98,83.03,5.55
581,bozoum,36,CF,1544347432.3555121,33,6.31,16.38,78.71,10.76
582,luba,0,PH,1544347432.471263,58,17.32,120.7,82.67,5.32
583,gemena,64,CD,1544347432.675694,79,3.25,19.78,79.7,2.98
584,abonnema,75,NG,1544347432.85444,88,4.71,6.79,78.8,4.5
585,anloga,20,GH,1544347432.971414,94,5.79,0.9,78.8,10.29
586,bere,0,NG,1544347433.187467,53,8.48,4.47,83.84,3.2
588,mbini,40,GQ,1544347433.4222422,83,1.58,9.62,82.4,2.3
589,akonolinga,32,CM,1544347433.537673,79,3.77,12.24,77.81,2.75
590,foumbot,20,CM,1544347433.655937,60,5.51,10.64,77.58,3.38
592,beinamar,32,TD,1544347433.9977689,59,8.67,15.38,77.45,7.11
595,batouri,8,CM,1544347434.341713,96,4.44,14.36,78.35,5.32
596,cotonou,20,BJ,1544347434.4564412,94,6.37,2.43,77.0,6.93
597,beinamar,32,TD,1544347434.5753,59,8.67,15.38,77.45,7.11
598,mbini,40,GQ,1544347434.6874938,83,1.58,9.62,82.4,2.3
599,kouango,12,CF,1544347434.797365,80,4.99,19.98,84.06,7.74
600,lagdo,0,CM,1544347434.915683,28,9.06,13.67,80.6,2.24
601,bassar,0,TG,1544347435.121585,38,9.26,0.78,84.96,4.21
602,mango,20,IT,1544347435.360842,71,44.69,8.15,57.2,2.24
603,aneho,20,TG,1544347435.590855,94,6.23,1.6,78.8,10.29
604,anloga,20,GH,1544347435.722381,94,5.79,0.9,78.8,10.29
605,mvangue,8,CM,1544347435.9558709,85,2.97,11.5,75.74,3.09
606,luba,0,PH,1544347436.068125,58,17.32,120.7,82.67,5.32
608,warri,0,NG,1544347436.2997382,88,5.52,5.75,85.55,4.61
609,boda,0,BD,1544347436.4171011,35,26.2,88.56,81.14,4.27
610,kumbo,44,CM,1544347436.53121,48,6.21,10.69,78.26,3.49
611,kumba,36,CM,1544347436.646399,85,4.64,9.44,78.03,2.48
612,gboko,12,NG,1544347436.757888,36,7.32,9.0,86.0,5.39
613,sangmelima,32,CM,1544347436.8758001,78,2.93,11.98,76.86,2.98
614,epe,75,DE,1544347436.987037,87,52.18,7.04,44.6,16.11
615,port-gentil,20,GA,1544347437.1082501,74,-0.72,8.78,86.0,4.7
616,betare oya,0,CM,1544347437.222393,62,5.6,14.08,80.78,4.09
617,impfondo,88,CD,1544347437.341297,85,1.62,18.06,78.84,3.04
618,epe,75,DE,1544347437.458459,87,52.18,7.04,44.6,16.11
619,paoua,88,CF,1544347437.669004,35,7.24,16.43,77.18,9.01
620,tignere,8,CM,1544347437.8619788,31,7.37,12.65,78.48,6.33
621,idah,0,NG,1544347438.074254,70,7.11,6.73,84.38,5.1
622,yenagoa,20,NG,1544347438.187457,83,4.92,6.26,84.69,4.5
623,impfondo,88,CD,1544347438.301551,85,1.62,18.06,78.84,3.04
624,bossangoa,0,CF,1544347438.416312,34,6.5,17.45,85.91,10.09
625,gemena,64,CD,1544347438.531609,79,3.25,19.78,79.7,2.98
626,impfondo,88,CD,1544347438.6465302,85,1.62,18.06,78.84,3.04
627,boda,0,BD,1544347438.762273,35,26.2,88.56,81.14,4.27
628,mbandaka,64,CD,1544347438.88181,96,0.05,18.26,75.51,2.75
629,yenagoa,20,NG,1544347439.017697,83,4.92,6.26,84.69,4.5
630,mbengwi,12,CM,1544347439.234286,30,6.0,10.01,77.49,3.2
631,luba,0,PH,1544347439.3525288,58,17.32,120.7,82.67,5.32
632,teshie,8,GH,1544347439.473064,83,5.58,-0.11,82.4,8.05
634,mbini,40,GQ,1544347439.7233841,83,1.58,9.62,82.4,2.3
635,lere,0,TD,1544347439.8382258,39,9.66,14.23,79.38,10.92
636,bassila,0,BJ,1544347439.973429,41,9.0,1.66,82.89,4.61
637,ouesso,48,CG,1544347440.089864,87,1.61,16.05,79.79,2.75
638,kishi,0,NG,1544347440.203151,41,9.08,3.85,81.23,6.11
639,abong mbang,24,CM,1544347440.317804,82,3.98,13.18,77.27,2.98
640,port-gentil,20,GA,1544347440.4318001,74,-0.72,8.78,86.0,4.7
641,ouesso,48,CG,1544347440.548461,87,1.61,16.05,79.79,2.75
642,sangmelima,32,CM,1544347440.663532,78,2.93,11.98,76.86,2.98
643,bugama,75,NG,1544347440.783981,88,4.73,6.86,78.8,4.5
644,oyo,0,NG,1544347441.0301518,65,7.84,3.93,83.79,4.54
645,bertoua,0,CM,1544347441.1493602,93,4.58,13.68,77.76,5.55
646,bongandanga,20,CD,1544347441.2610931,88,1.51,21.07,78.08,3.09
647,kouango,12,CF,1544347441.373199,80,4.99,19.98,84.06,7.74
648,bata,40,GQ,1544347441.618558,83,1.87,9.77,82.4,2.3
649,bouar,76,CF,1544347441.734935,53,5.94,15.59,77.72,5.21
650,suleja,8,NG,1544347441.8665228,47,9.18,7.18,77.0,3.36
651,boda,0,BD,1544347441.9777012,35,26.2,88.56,81.14,4.27
652,bafoussam,48,CM,1544347442.187777,43,5.48,10.42,76.73,3.38
653,cotonou,20,BJ,1544347442.318721,94,6.37,2.43,77.0,6.93
654,kabo,0,CF,1544347442.436615,34,7.69,18.62,87.71,5.28
655,bouca,0,CF,1544347442.555934,39,6.51,18.28,85.68,8.3
657,aku,0,NG,1544347442.863626,69,7.36,7.54,85.14,4.05
658,ouesso,48,CG,1544347442.982404,87,1.61,16.05,79.79,2.75
659,gamboula,0,CF,1544347443.099173,96,4.12,15.14,78.44,6.06
660,sotouboua,0,TG,1544347443.213229,43,8.56,0.98,83.03,5.55
661,makokou,76,GA,1544347443.325543,93,0.56,12.85,75.29,2.86
662,yenagoa,20,NG,1544347443.443795,83,4.92,6.26,84.69,4.5
663,notse,0,TG,1544347443.65402,58,6.95,1.17,85.64,4.72
665,cotonou,20,BJ,1544347443.8944361,94,6.37,2.43,77.0,6.93
666,batangafo,12,CF,1544347444.023629,34,7.3,18.29,85.37,7.23
667,mbandaka,64,CD,1544347444.135836,96,0.05,18.26,75.51,2.75
668,mbini,40,GQ,1544347444.248301,83,1.58,9.62,82.4,2.3
669,bertoua,0,CM,1544347444.362912,93,4.58,13.68,77.76,5.55
670,savalou,0,BJ,1544347444.478165,62,7.93,1.98,83.61,3.38
671,ibadan,0,NG,1544347444.7096379,66,7.38,3.9,85.82,3.04
672,shagamu,20,NG,1544347444.8301718,83,6.84,3.65,82.4,6.93
673,kishi,0,NG,1544347444.9449742,41,9.08,3.85,81.23,6.11
674,effium,8,NG,1544347445.0591118,65,6.63,8.06,77.0,5.82
675,kagoro,0,NG,1544347445.172002,44,9.6,8.38,78.21,8.34
676,pala,0,IN,1544347445.2931662,46,9.71,76.68,91.4,8.05
677,wukari,48,NG,1544347445.416168,32,7.87,9.78,83.3,10.58
678,tignere,8,CM,1544347445.532685,31,7.37,12.65,78.48,6.33
679,ogaminana,0,NG,1544347445.7385442,61,7.6,6.2,83.84,4.32
680,nola,0,CF,1544347445.85798,70,3.52,16.05,82.85,2.98
681,douala,75,CM,1544347445.968878,88,4.04,9.71,82.4,4.7
682,suleja,8,NG,1544347446.088159,47,9.18,7.18,77.0,3.36
683,jalingo,44,NG,1544347446.201622,30,10.3,10.93,78.03,9.53
684,yokadouma,0,CM,1544347446.312756,76,3.52,15.05,79.83,3.2
685,ewo,76,CG,1544347446.533241,89,-0.88,14.81,76.37,4.05
686,kribi,88,CM,1544347446.649496,91,2.94,9.91,80.64,3.87
687,cape coast,0,GH,1544347446.767883,85,5.11,-1.24,83.12,3.53
688,abong mbang,24,CM,1544347446.888536,82,3.98,13.18,77.27,2.98
689,bata,40,GQ,1544347447.0009658,83,1.87,9.77,82.4,2.3
690,port-gentil,20,GA,1544347447.123209,74,-0.72,8.78,86.0,4.7
691,makokou,76,GA,1544347447.2411351,93,0.56,12.85,75.29,2.86
692,ouidah,20,BJ,1544347447.450666,94,6.37,2.09,77.0,6.93
694,yenagoa,20,NG,1544347447.6884422,83,4.92,6.26,84.69,4.5
695,yenagoa,20,NG,1544347447.8609622,83,4.92,6.26,84.69,4.5
696,guider,0,CM,1544347447.974551,27,9.93,13.94,78.8,5.82
697,moissala,32,TD,1544347448.086765,34,8.34,17.77,85.91,4.83
698,binga,68,ZW,1544347448.198935,89,-17.62,27.34,75.89,5.84
699,foumban,44,CM,1544347448.311755,48,5.73,10.9,78.26,3.49
700,mbouda,48,CM,1544347448.556105,43,5.63,10.25,76.73,3.38
701,meiganga,0,CM,1544347448.669377,46,6.52,14.29,77.76,3.53
702,kishi,0,NG,1544347448.7797601,41,9.08,3.85,81.23,6.11
703,luba,0,PH,1544347448.914678,58,17.32,120.7,82.67,5.32
704,keffi,0,NG,1544347449.0289018,47,8.85,7.88,77.0,3.36
705,lagos,20,NG,1544347449.143606,83,6.46,3.39,82.4,6.93
706,okitipupa,0,NG,1544347449.262055,78,6.5,4.78,84.74,1.48
707,jos,0,NG,1544347449.3796968,35,9.92,8.9,74.75,8.34
708,suleja,8,NG,1544347449.498254,47,9.18,7.18,77.0,3.36
709,oyem,75,GA,1544347449.6085398,83,1.6,11.57,77.0,2.75
710,kyabe,0,TD,1544347449.737138,27,9.45,18.94,86.63,10.09
711,kumbo,44,CM,1544347449.848494,48,6.21,10.69,78.26,3.49
712,pobe,0,BJ,1544347449.9687748,71,6.98,2.66,84.92,4.61
713,ndjole,92,GA,1544347450.1792982,96,-0.18,10.76,76.19,3.38
714,wum,8,CM,1544347450.291992,26,6.39,10.08,84.02,3.53
715,betare oya,0,CM,1544347450.3980339,62,5.6,14.08,80.78,4.09
716,yabassi,75,CM,1544347450.601347,88,4.46,9.97,82.4,4.7
717,koumra,12,TD,1544347450.8133671,24,8.92,17.55,86.76,9.08
718,ngaoundere,0,CM,1544347450.926785,42,7.32,13.58,77.54,6.73
719,luba,0,PH,1544347451.053751,58,17.32,120.7,82.67,5.32
720,kyabe,0,TD,1544347451.172765,27,9.45,18.94,86.63,10.09
721,lafiagi,0,NG,1544347451.284338,49,8.85,5.42,83.75,5.55
722,mumford,0,GH,1544347451.40179,89,5.26,-0.76,84.51,4.21
723,kagoro,0,NG,1544347451.513578,44,9.6,8.38,78.21,8.34
724,pindiga,44,NG,1544347451.744021,30,9.98,10.93,78.03,9.53
725,bafia,12,CM,1544347451.955477,73,4.74,11.22,79.61,3.09
726,kabo,0,CF,1544347452.067919,34,7.69,18.62,87.71,5.28
727,anloga,20,GH,1544347452.179035,94,5.79,0.9,78.8,10.29
728,lai,88,CN,1544347452.2930298,41,27.82,91.75,38.12,1.59
729,anloga,20,GH,1544347452.403937,94,5.79,0.9,78.8,10.29
730,ankpa,0,NG,1544347452.513928,69,7.37,7.63,85.14,4.05
731,luba,0,PH,1544347452.627372,58,17.32,120.7,82.67,5.32
732,anloga,20,GH,1544347452.744202,94,5.79,0.9,78.8,10.29
733,lokoja,12,NG,1544347452.863156,70,7.8,6.74,83.93,4.27
734,sibut,0,CF,1544347452.9741561,67,5.73,19.09,84.24,5.39
736,effium,8,NG,1544347453.199153,65,6.63,8.06,77.0,5.82
737,ouesso,48,CG,1544347453.3155441,87,1.61,16.05,79.79,2.75
738,anloga,20,GH,1544347453.4330199,94,5.79,0.9,78.8,10.29
739,gemena,64,CD,1544347453.5431528,79,3.25,19.78,79.7,2.98
740,mbandaka,64,CD,1544347453.653877,96,0.05,18.26,75.51,2.75
741,luba,0,PH,1544347453.7675772,58,17.32,120.7,82.67,5.32
742,mbandaka,64,CD,1544347453.8819551,96,0.05,18.26,75.51,2.75
743,bossangoa,0,CF,1544347454.008796,34,6.5,17.45,85.91,10.09
745,tchollire,0,CM,1544347454.233154,49,8.4,14.17,80.15,4.32
746,kumbo,44,CM,1544347454.344476,48,6.21,10.69,78.26,3.49
747,mumford,0,GH,1544347454.458632,89,5.26,-0.76,84.51,4.21
748,abong mbang,24,CM,1544347454.5716522,82,3.98,13.18,77.27,2.98
749,tiko,75,CM,1544347454.789995,88,4.08,9.36,82.4,4.7
750,anloga,20,GH,1544347454.906635,94,5.79,0.9,78.8,10.29
751,aneho,20,TG,1544347455.024508,94,6.23,1.6,78.8,10.29
752,kyabe,0,TD,1544347455.1405098,27,9.45,18.94,86.63,10.09
753,owando,88,CG,1544347455.259468,95,-0.49,15.91,73.71,3.04
755,batangafo,12,CF,1544347455.488183,34,7.3,18.29,85.37,7.23
756,anloga,20,GH,1544347455.599513,94,5.79,0.9,78.8,10.29
757,libreville,20,GA,1544347455.7123048,78,0.39,9.45,82.4,3.36
758,batangafo,12,CF,1544347455.830749,34,7.3,18.29,85.37,7.23
760,owando,88,CG,1544347456.066546,95,-0.49,15.91,73.71,3.04
761,yabassi,75,CM,1544347456.181061,88,4.46,9.97,82.4,4.7
762,bangangte,20,CM,1544347456.39597,60,5.14,10.52,77.58,3.38
763,makurdi,32,NG,1544347456.507622,52,7.73,8.54,85.59,6.85
764,yola,0,NG,1544347456.6241899,39,9.26,12.45,84.47,3.49
765,suleja,8,NG,1544347456.750577,47,9.18,7.18,77.0,3.36
766,anloga,20,GH,1544347456.868397,94,5.79,0.9,78.8,10.29
767,ikorodu,20,NG,1544347456.983308,83,6.62,3.5,82.4,6.93
768,bida,0,NG,1544347457.0979252,51,9.08,6.02,84.2,4.21
769,gemena,64,CD,1544347457.212785,79,3.25,19.78,79.7,2.98
770,melfi,0,IT,1544347457.3306031,61,41.0,15.66,50.0,3.87
771,foumban,44,CM,1544347457.444213,48,5.73,10.9,78.26,3.49
772,yokadouma,0,CM,1544347457.564509,76,3.52,15.05,79.83,3.2
773,tsevie,20,TG,1544347457.67747,94,6.43,1.21,78.8,10.29
775,boende,20,CD,1544347457.9229052,77,-0.28,20.88,82.58,3.09
776,sakete,20,BJ,1544347458.0404742,94,6.74,2.66,77.0,6.93
777,yabassi,75,CM,1544347458.153887,88,4.46,9.97,82.4,4.7
778,mbandaka,64,CD,1544347458.26219,96,0.05,18.26,75.51,2.75
779,binga,68,ZW,1544347458.3736908,89,-17.62,27.34,75.89,5.84
780,betare oya,0,CM,1544347458.487194,62,5.6,14.08,80.78,4.09
782,mbalmayo,75,CM,1544347458.716039,83,3.52,11.5,75.2,3.09
783,ikom,8,NG,1544347458.8324401,67,5.96,8.72,86.18,3.87
785,tignere,8,CM,1544347459.067944,31,7.37,12.65,78.48,6.33
786,minna,0,NG,1544347459.187237,36,9.62,6.55,84.92,11.92
787,kabo,0,CF,1544347459.303683,34,7.69,18.62,87.71,5.28
789,cotonou,20,BJ,1544347459.5379999,94,6.37,2.43,77.0,6.93
790,mumford,0,GH,1544347459.654259,89,5.26,-0.76,84.51,4.21
791,abong mbang,24,CM,1544347459.7737758,82,3.98,13.18,77.27,2.98
792,cotonou,20,BJ,1544347459.895596,94,6.37,2.43,77.0,6.93
793,jalingo,44,NG,1544347460.019041,30,10.3,10.93,78.03,9.53
794,doba,12,TD,1544347460.136207,37,8.66,16.85,80.64,9.86
795,warri,0,NG,1544347460.266834,88,5.52,5.75,85.55,4.61
